name	block	poss	xcoord	ycoord	treat	col.E	total_treat	flooded	tag	mother	sp	poss	A	E	U	gs	Tlm	Qleaf	jam	starttime 	time	dtime	Ci	com	date	cycle.start	dia
C22	C	22	11.5	1	12	blue	8	1	C_Dry_22	DL_Tawau	dry	22	-0.34	0.32	NA	NA	NA	443	10:08	08:00	02:08	2.13	NA	NA	31.07.2015	14.07.2015	4.35
C23	C	23	12	1	6	yellow	6	0	C_Dry_23	DL_m_3	dry	23	1.24	0.61	70.2	0.03	37.4	397	12:39	08:00	04:39	4.65	281	NA	07.08.2015	04.08.2015	4.37
C23	C	23	12	1	6	yellow	1	1	C_Dry_23	DL_m_3	dry	23	2.51	1.02	NA	NA	NA	371	11:25	08:00	03:25	3.42	NA	NA	30.07.2015	14.07.2015	4.37
C23	C	23	12	1	6	yellow	7	1	C_Dry_23	DL_m_3	dry	23	3.44	1.39	70.8	0.11	37	231	11:41	08:00	03:41	3.68	309	NA	20.08.2015	04.08.2015	4.37
C24	C	24	12.5	1	0	white	0	1	C_Ssmi_24	Ssmi_m_2	ssmi	24	-0.34	0.59	NA	NA	NA	54	14:05	08:00	06:05	6.08	NA	NA	29.07.2015	14.07.2015	3.65
C24	C	24	12.5	1	0	white	0	1	C_Ssmi_24	Ssmi_m_2	ssmi	24	3.87	1.53	NA	NA	NA	365	10:15	08:00	02:15	2.25	NA	NA	31.07.2015	14.07.2015	3.65
C25	C	25	9	1.5	3	orange	3	0	C_Slep_25	8Pslep_2	slep	25	6.05	1.61	71.2	0.13	37	301	12:45	08:00	04:45	4.75	248	NA	07.08.2015	04.08.2015	4.87
C25	C	25	9	1.5	3	orange	2	1	C_Slep_25	8Pslep_2	slep	25	1.14	0.87	NA	NA	NA	67	13:59	08:00	05:59	5.98	NA	NA	03.08.2015	14.07.2015	4.87
C26	C	26	9.5	1.5	18	silver	18	1	C_Dry_26	DL_Tawau	dry	26	0.04	0.35	70.8	0.01	36.1	175	12:51	08:00	04:51	4.85	386	NA	07.08.2015	04.08.2015	5.33
C27	C	27	10	1.5	21	green 	38	1	C_Sbec_27	Sbec_Sfr	sbec	27	1.3	1.38	71.6	0.03	37.9	388	14:35	08:00	06:35	6.58	353	NA	21.08.2015	04.08.2015	4.08
C28	C	28	10.5	1.5	0	white	0	0	C_Sjoh_28	8K_SJoh_8	sjoh	28	4.11	1.23	71.8	0.09	37.6	139	14:41	08:00	06:41	6.68	226	NA	21.08.2015	04.08.2015	3.22
C29	C	29	11	1.5	15	red	11	1	C_Sbec_29	SHOREABECCARINA_Sbec	sbec	29	-0.34	0.3	NA	NA	NA	77	13:54	08:00	05:54	5.9	NA	NA	31.07.2015	14.07.2015	4.88
C3	C	3	10	0	6	yellow	6	0	C_Pmal_3	Pmal_1_RDC	pmal	3	0.02	0.6	69.1	0.04	35	172	12:22	08:00	04:22	4.37	380	NA	07.08.2015	04.08.2015	3.2
C30	C	30	11.5	1.5	0	white	0	0	C_Sbec_30	Sbec_Sfr	sbec	30	0.03	0.17	71.9	0.01	36.9	298	14:46	08:00	06:46	6.77	318	NA	21.08.2015	04.08.2015	3.94
C30	C	30	11.5	1.5	0	white	0	1	C_Sbec_30	Sbec_Sfr	sbec	30	5.13	1.73	NA	NA	NA	433	11:30	08:00	03:30	3.5	NA	NA	30.07.2015	14.07.2015	3.94
C31	C	31	12	1.5	9	black 	14	1	C_Spar_31	SP_m_5	spar	31	-0.12	0.29	71.1	0.05	37.8	392	14:52	08:00	06:52	6.87	422	NA	21.08.2015	04.08.2015	3.84
C33	C	33	9	2	6	yellow	5	1	C_Ssmi_33	Ssmi_Tawau	ssmi	33	1.14	0.79	NA	NA	NA	124	14:30	08:00	06:30	6.5	NA	NA	03.08.2015	14.07.2015	5.19
C34	C	34	9.5	2	12	blue	8	1	C_Sjoh_34	SJ_m_10	sjoh	34	2.62	0.88	NA	NA	NA	373	10:20	08:00	02:20	2.33	NA	NA	31.07.2015	14.07.2015	4.39
C35	C	35	10	2	15	red	14	1	C_Slep_35	Slep_m_122	slep	35	1.71	0.81	NA	NA	NA	43	14:16	08:00	06:16	6.27	NA	NA	03.08.2015	14.07.2015	4.15
C35	C	35	10	2	15	red	26	1	C_Slep_35	Slep_m_122	slep	35	-0.19	0.11	76.3	0.01	37.6	335	14:57	08:00	06:57	6.95	337	NA	21.08.2015	04.08.2015	4.15
C38	C	38	11.5	2	18	silver	17	1	C_Ssem_38	SS	ssem	38	0.57	0.5	NA	NA	NA	105	14:35	08:00	06:35	6.58	NA	NA	03.08.2015	14.07.2015	3.35
C39	C	39	12	2	0	white	0	0	C_Ssem_39	SS	ssem	39	0.13	1.19	71.6	0.07	37.8	329	15:05	08:00	07:05	7.08	386	NA	21.08.2015	04.08.2015	3.74
C39	C	39	12	2	0	white	0	1	C_Ssem_39	SS	ssem	39	3.3	1.26	NA	NA	NA	84	11:36	08:00	03:36	3.6	NA	NA	30.07.2015	14.07.2015	3.74
C4	C	4	10.5	0	12	blue	15	0	C_Ssmi_4	Ssmi_5	ssmi	4	-0.28	0.2	70.8	0.01	35	211	12:28	08:00	04:28	4.47	417	NA	07.08.2015	04.08.2015	5.19
C40	C	40	12.5	2	15	red	26	1	C_Sjoh_40	S.Joh_m_7	sjoh	40	1.3	0.33	71.8	0.02	37.5	244	15:10	08:00	07:10	7.17	283	NA	21.08.2015	04.08.2015	4.36
C42	C	42	9.5	2.5	9	black 	12	0	C_Sbec_42	SHOREABECCARINA_Sbec	sbec	42	0.89	0.53	70.8	0.03	35.2	129	12:58	08:00	04:58	4.97	428	NA	07.08.2015	04.08.2015	4.54
C44	C	44	10.5	2.5	3	orange	3	0	C_Ssem_44	SS	ssem	44	1.21	0.18	70.3	0.01	37.6	319	15:16	08:00	07:16	7.27	498	NA	21.08.2015	04.08.2015	3.55
C44	C	44	10.5	2.5	3	orange	0	1	C_Ssem_44	SS	ssem	44	1.48	0.64	NA	NA	NA	90	13:59	08:00	05:59	5.98	NA	NA	31.07.2015	14.07.2015	3.55
C46	C	46	11.5	2.5	9	black 	13	1	C_Sjoh_46	8m_SJoh_9	sjoh	46	-0.49	0.77	70.2	0.04	38.2	611	11:47	08:00	03:47	3.78	407	NA	20.08.2015	04.08.2015	3.89
C46	C	46	11.5	2.5	9	black 	14	1	C_Sjoh_46	8m_SJoh_9	sjoh	46	1.33	0.11	70.4	0.09	37.9	420	15:21	08:00	07:21	7.35	273	NA	21.08.2015	04.08.2015	3.89
C47	C	47	12	2.5	0	white	0	0	C_Dry_47	DL_m_6	dry	47	0.021	0.33	70.5	0.11	37.1	336	15:27	08:00	07:27	7.45	136	NA	21.08.2015	04.08.2015	2.23
C49	C	49	9	3	18	silver	14	1	C_Ptom_49	Ptom_2_RDC	ptom	49	-0.11	0.63	NA	NA	NA	82	10:26	08:00	02:26	2.43	NA	NA	31.07.2015	14.07.2015	4.34
C49	C	49	9	3	18	silver	17	1	C_Ptom_49	Ptom_2_RDC	ptom	49	0.11	0.32	NA	NA	NA	82	14:04	08:00	06:04	6.07	NA	NA	03.08.2015	14.07.2015	4.34
C51	C	51	10	3	12	blue	15	0	C_Slep_51	SL_m_6	slep	51	-0.04	0.34	71.2	0.02	34.5	131	13:05	08:00	05:05	5.08	370	NA	07.08.2015	04.08.2015	3.17
C52	C	52	10.5	3	15	red	14	1	C_Spar_52	Sp_m_3	spar	52	0	0.33	NA	NA	NA	62	13:53	08:00	05:53	5.88	NA	NA	03.08.2015	14.07.2015	3.86
C54	C	54	11.5	3	15	red	26	1	C_Dry_54	DL_Tawau	dry	54	-0.23	0.1	71.3	0.02	37.9	357	15:33	08:00	07:33	7.55	413	NA	21.08.2015	04.08.2015	3.69
C58	C	58	9.5	3.5	18	silver	14	1	C_Pmal_58	Pmal_m_1	pmal	58	-0.57	0.43	NA	NA	NA	77	14:02	08:00	06:02	6.03	NA	NA	31.07.2015	14.07.2015	3.45
C6	C	6	11.5	0	12	blue	15	0	C_Sbec_6	Sbec_Sfr	sbec	6	-0.17	0.22	71.2	0.01	36.4	469	12:33	08:00	04:33	4.55	394	NA	07.08.2015	04.08.2015	3.03
C61	C	61	11	3.5	0	white	0	0	C_Sxan_61	8n_Sxan	sxan	61	-0.21	0.01	71.5	0.01	36.8	239	15:39	08:00	07:39	7.65	327	NA	21.08.2015	04.08.2015	3.21
C63	C	63	12	3.5	21	green 	24	1	C_Ssem_63	Ssem_ou	ssem	63	0.05	0.32	71.2	0.02	34.7	224	13:09	08:00	05:09	5.15	402	NA	07.08.2015	04.08.2015	4.41
C66	C	66	9.5	4	18	silver	13	1	C_Ssmi_66	9H_Ssmi_4	ssmi	66	0.46	0.46	NA	NA	NA	286	11:41	08:00	03:41	3.68	NA	NA	30.07.2015	14.07.2015	5.32
C66	C	66	9.5	4	18	silver	14	1	C_Ssmi_66	9H_Ssmi_4	ssmi	66	-0.23	0.35	NA	NA	NA	82	14:07	08:00	06:07	6.12	NA	NA	31.07.2015	14.07.2015	5.32
C69	C	69	11	4	0	white	0	0	C_Sjoh_69	SJ_m_1	sjoh	69	0.31	0.05	71.6	0.02	37.5	329	15:44	08:00	07:44	7.73	273	NA	21.08.2015	04.08.2015	3.55
C70	C	70	11.5	4	0	white	0	0	C_Ssmi_70	Ssmi_4	ssmi	70	3.34	0.9	70.8	0.07	34.2	131	13:15	08:00	05:15	5.25	280	NA	07.08.2015	04.08.2015	6.29
C73	C	73	9	4.5	6	yellow	6	0	C_Sjoh_73	8K_SJoh_8	sjoh	73	0.64	0.46	69.5	0.03	35	322	13:21	08:00	05:21	5.35	335	NA	07.08.2015	04.08.2015	3.49
C74	C	74	9.5	4.5	21	green	16	1	C_Pmal_74	12H_Pmal_1	pmal	74	2.28	1.29	NA	NA	NA	64	11:46	08:00	03:46	3.77	NA	NA	30.07.2015	14.07.2015	3.12
C76	C	76	10.5	4.5	21	green 	24	1	C_Ssem_76	SS	ssem	76	-0.12	0.32	69.1	0.01	35.4	193	13:30	08:00	05:30	5.5	375	NA	07.08.2015	04.08.2015	3.69
C77	C	77	11	4.5	9	black	8	1	C_Slep_77	Slep_m_2	slep	77	0	0.38	NA	NA	NA	149	14:40	08:00	06:40	6.67	NA	NA	03.08.2015	14.07.2015	3.38
C77	C	77	11	4.5	9	black 	14	1	C_Slep_77	Slep_m_2	slep	77	1.32	0.11	71.5	0.01	37.4	391	15:50	08:00	07:50	7.83	287	NA	21.08.2015	04.08.2015	3.38
C79	C	79	12	4.5	12	blue	20	1	C_Slep_79	Slep_1	slep	79	2.48	0.84	70.5	0.04	38.9	157	15:57	08:00	07:57	7.95	270	NA	21.08.2015	04.08.2015	3.92
C80	C	80	12.5	4.5	6	yellow	8	1	C_Slep_80	8Pslep_2	slep	80	0.81	0.94	71.1	0.06	37.3	74	16:04	08:00	08:04	8.07	361	NA	21.08.2015	04.08.2015	5.44
C83	C	83	10	5	15	red	9	1	C_Pmal_83	Pmal_Tawau	pmal	83	-0.8	0.58	NA	NA	NA	327	14:11	08:00	06:11	6.18	NA	NA	29.07.2015	14.07.2015	4.68
C84	C	84	10.5	5	9	black	5	1	C_Sxan_84	8m_Sxan_3	sxan	84	-0.57	0.23	NA	NA	NA	70	14:12	08:00	06:12	6.2	NA	NA	31.07.2015	14.07.2015	4.68
C86	C	86	11.5	5	21	green	16	1	C_Sxan_86	Sxan_1	sxan	86	-0.34	0.92	NA	NA	NA	51	11:51	08:00	03:51	3.85	NA	NA	30.07.2015	14.07.2015	4.58
C87	C	87	12	5	12	blue	15	0	C_Pmal_87	All_Pmal_1	pmal	87	-0.13	0.34	70.8	0.02	35.9	217	13:37	08:00	05:37	5.62	407	NA	07.08.2015	04.08.2015	4.18
C88	C	88	12.5	5	21	green	20	1	C_Dry_88	DL_Tawau	dry	88	-2.85	0.71	NA	NA	NA	72	13:47	08:00	05:47	5.78	NA	NA	03.08.2015	14.07.2015	4.2
C88	C	88	12.5	5	21	green 	38	1	C_Dry_88	DL_Tawau	dry	88	1.77	0.41	70.2	0.02	36.6	69	16:12	08:00	08:12	8.2	244	NA	21.08.2015	04.08.2015	4.2
C89	C	89	9	5.5	3	orange	3	0	C_Pmal_89	Pmal_1_RDC	pmal	89	3.84	0.92	71.2	0.08	36.6	131	16:18	08:00	08:18	8.3	269	NA	21.08.2015	04.08.2015	4.4
C9	C	9	9	0.5	3	orange	0	1	C_Sjoh_9	8K_SJoh_8	sjoh	9	-1.03	0.79	NA	NA	NA	611	11:10	08:00	03:10	3.17	NA	NA	30.07.2015	14.07.2015	3.36
C94	C	94	11.5	5.5	15	red	10	1	C_Ptom_94	Ptom_m_3	ptom	94	-0.46	0.92	NA	NA	NA	49	11:56	08:00	03:56	3.93	NA	NA	30.07.2015	14.07.2015	4.6
C94	C	94	11.5	5.5	15	red	18	1	C_Ptom_94	Ptom_m_3	ptom	94	-0.12	0.39	17.2	0.02	36.9	484	13:42	08:00	05:42	5.7	378	NA	07.08.2015	04.08.2015	4.6
C94	C	94	11.5	5.5	15	red	25	1	C_Ptom_94	Ptom_m_3	ptom	94	-0.54	0.42	71.2	0.22	39.1	562	11:53	08:00	03:53	3.88	437	NA	20.08.2015	04.08.2015	4.6
C96	C	96	12.5	5.5	6	yellow	7	1	C_Dry_96	DL_m_1	dry	96	0.6	0.82	71.5	0.23	39	495	11:58	08:00	03:58	3.97	338	NA	20.08.2015	04.08.2015	6.24
C98	C	98	9.5	6	0	white	0	0	C_Ssem_98	SS	ssem	98	1.73	0.03	71.5	0.09	39.7	462	13:59	08:00	05:59	5.98	292	NA	20.08.2015	04.08.2015	3.76
C98	C	98	9.5	6	0	white	0	1	C_Ssem_98	SS	ssem	98	0.68	0.78	NA	NA	NA	43	14:17	08:00	06:17	6.28	NA	NA	31.07.2015	14.07.2015	3.76
C99	C	99	10	6	6	yellow	6	0	C_Sbec_99	Sbec_Sfr	sbec	99	-0.13	0.24	70.2	0.01	37.3	466	13:48	08:00	05:48	5.8	386	NA	07.08.2015	04.08.2015	4.18
C99	C	99	10	6	6	yellow	2	1	C_Sbec_99	Sbec_Sfr	sbec	99	1.48	0.8	NA	NA	NA	43	14:22	08:00	06:22	6.37	NA	NA	31.07.2015	14.07.2015	4.18
D1	D	1	13.5	0	3	orange	3	0	D_Spar_1	Sp_m_1	spar	1	-0.81	0.39	70.8	0.08	39	415	14:26	08:00	06:26	6.43	382	NA	20.08.2015	04.08.2015	4.59
D1	D	1	13.5	0	3	orange	3	1	D_Spar_1	Sp_m_1	spar	1	-0.17	2.16	70.5	0.21	39.4	461	09:14	08:00	01:14	1.23	294	NA	22.08.2015	04.08.2015	4.59
D10	D	10	14	0.5	21	green 	24	1	D_Spar_10	9Q_Spar_10	spar	10	1.23	1.32	70.9	0.19	32.9	241	14:56	08:00	06:56	6.93	376	NA	07.08.2015	04.08.2015	4.33
D100	D	100	15	6	12	blue	8	1	D_Sjoh_100	8m_SJoh_6	sjoh	100	-0.23	0.6	NA	NA	NA	582	11:07	08:00	03:07	3.12	NA	NA	31.07.2015	14.07.2015	3.1
D101	D	101	15.5	6	6	yellow	5	1	D_Sjoh_101	SJoh_m	sjoh	101	-0.23	0.54	NA	NA	NA	311	11:30	08:00	03:30	3.5	NA	NA	03.08.2015	14.07.2015	3.41
D101	D	101	15.5	6	6	yellow	11	1	D_Sjoh_101	SJoh_m	sjoh	101	0.31	1.25	70.2	0.41	37.6	413	09:11	08:00	01:11	1.18	203	NA	24.08.2015	04.08.2015	3.41
D103	D	103	16.5	6	0	white	0	0	D_Pmal_103	Pmal_1_RDC	pmal	103	-0.75	0.25	70.1	0.01	40.1	445	12:09	08:00	04:09	4.15	551	NA	12.08.2015	04.08.2015	3.65
D104	D	104	17	6	9	black	5	1	D_Sxan_104	8L_Sxan_10	sxan	104	-1.71	0.43	NA	NA	NA	461	12:12	08:00	04:12	4.2	NA	NA	31.07.2015	14.07.2015	3.79
D105	D	105	13.5	6.5	3	orange	0	1	D_Ssmi_105	Ssmi_m_2	ssmi	105	6.84	2.29	NA	NA	NA	461	11:17	08:00	03:17	3.28	NA	NA	31.07.2015	14.07.2015	4.36
D105	D	105	13.5	6.5	3	orange	3	1	D_Ssmi_105	Ssmi_m_2	ssmi	105	2.96	1.64	NA	NA	NA	77	10:53	08:00	02:53	2.88	NA	NA	04.08.2015	14.07.2015	4.36
D106	D	106	14	6.5	3	orange	5	1	D_Sjoh_106	SJ_m_1	sjoh	106	0.46	0.1	70.8	0.23	37	345	09:17	08:00	01:17	1.28	298	NA	24.08.2015	04.08.2015	3.76
D107	D	107	14.5	6.5	21	green	17	1	D_Ssem_107	Ssem_ou	ssem	107	-0.11	0.64	NA	NA	NA	500	11:22	08:00	03:22	3.37	NA	NA	31.07.2015	14.07.2015	5.38
D107	D	107	14.5	6.5	21	green 	37	1	S_Ssem_107	Ssem_ou	ssem	107	0.31	0.38	71.3	0.01	37.7	668	15:21	08:00	07:21	7.35	304	NA	20.08.2015	04.08.2015	5.38
D109	D	109	15.5	6.5	21	green	20	1	D_Sjoh_109	SJ_m_10	sjoh	109	0	0.55	NA	NA	NA	17	15:52	08:00	07:52	7.87	NA	NA	03.08.2015	14.07.2015	4.29
D109	D	109	15.5	6.5	21	green 	41	1	D_Sjoh_109	SJ_m_10	sjoh	109	-0.1	0.39	71.8	0.41	38.9	391	09:23	08:00	01:23	1.38	283	NA	24.08.2015	04.08.2015	4.29
D11	D	11	14.5	0.5	6	yellow	6	0	D_Slep_11	Slep_1	slep	11	0.25	0.7	70.1	0.02	34.4	118	15:01	08:00	07:01	7.02	354	NA	07.08.2015	04.08.2015	3.59
D11	D	11	14.5	0.5	6	yellow	0	1	D_Slep_11	Slep_1	slep	11	3.53	1.59	NA	NA	NA	95	14:41	08:00	06:41	6.68	NA	NA	29.07.2015	14.07.2015	3.59
D113	D	113	13.5	7	3	orange	5	1	D_Pmal_113	9L_Pmal_9	pmal	113	1.91	0.44	71.9	0.06	37.6	311	09:30	08:00	01:30	1.5	303	NA	24.08.2015	04.08.2015	3.3
D116	D	116	15	7	12	blue	11	1	D_Pmal_116	8_m_Pmal_8	pmal	116	-1.25	0.77	NA	NA	NA	298	11:39	08:00	03:39	3.65	NA	NA	03.08.2015	14.07.2015	4.02
D117	D	117	15.5	7	9	black 	9	0	D_Sxan_117	8m_Sxan_3	sxan	117	-0.33	0.48	70.5	0.02	40.6	423	12:15	08:00	04:15	4.25	400	NA	12.08.2015	04.08.2015	3.39
D118	D	118	16	7	12	blue	23	1	D_Ssmi_118	Ssmi_3A	ssmi	118	0.41	0.57	71.1	0.01	37.9	324	09:35	08:00	01:35	1.58	411	NA	24.08.2015	04.08.2015	4.88
D119	D	119	16.5	7	0	white	0	1	D_Sxan_119	8m_Sxan_3	sxan	119	-1.25	0.9	NA	NA	NA	456	11:27	08:00	03:27	3.45	NA	NA	31.07.2015	14.07.2015	4.37
D124	D	124	15	7.5	15	red	29	1	D_Sbec_124	SHOREABECCARINA_Sbec	sbec	124	0.41	0.31	70.4	0.11	37.8	333	10:00	08:00	02:00	2	310	NA	24.08.2015	04.08.2015	5.97
D125	D	125	15.5	7.5	9	black 	17	1	D_Sbec_125	SHOREABECCARINA_Sbec	sbec	125	0.31	0.46	71.4	0.31	36.9	341	10:05	08:00	02:05	2.08	329	NA	24.08.2015	04.08.2015	5.19
D126	D	126	16	7.5	21	green 	29	1	D_Sxan_126	9K_Sxan_29	sxan	126	-0.06	0.67	71.2	0.02	41.5	590	12:26	08:00	04:26	4.43	368	NA	12.08.2015	04.08.2015	2.59
D127	D	127	16.5	7.5	3	orange	3	0	D_Ssem_127	SS	ssem	127	1.33	0.91	70.8	0.02	37.8	139	15:26	08:00	07:26	7.43	320	NA	20.08.2015	04.08.2015	3.09
D127	D	127	16.5	7.5	3	orange	3	1	D_Ssem_127	SS	ssem	127	-0.11	0.42	NA	NA	NA	296	10:31	08:00	02:31	2.52	NA	NA	04.08.2015	14.07.2015	3.09
D129	D	129	13.5	8	6	yellow	7	1	D_Sbec_129	Sbec_Sfr	sbec	129	1.21	1.09	71.9	0.03	37.9	415	15:31	08:00	07:31	7.52	230	NA	20.08.2015	04.08.2015	2.87
D13	D	13	15.5	0.5	0	white	0	1	D_Pmal_13	Pm_m_6	pmal	13	1.71	1.62	NA	NA	NA	67	14:46	08:00	06:46	6.77	NA	NA	29.07.2015	14.07.2015	3.04
D133	D	133	15.5	8	12	blue	12	1	D_Ssem_133	SS	ssem	133	-0.23	0.37	NA	NA	NA	291	10:09	08:00	02:09	2.15	NA	NA	04.08.2015	14.07.2015	2.25
D136	D	136	17	8	9	black	8	1	D_Dry_136	DL_m_2	dry	136	-0.91	0.53	NA	NA	NA	137	15:13	08:00	07:13	7.22	NA	NA	03.08.2015	14.07.2015	4.98
D136	D	136	17	8	9	black 	17	1	D_Dry_136	DL_m_2	dry	136	0.21	0.46	71.4	0.21	36.8	213	10:06	08:00	02:06	2.1	341	NA	24.08.2015	04.08.2015	4.98
D137	D	137	13.5	8.5	9	black 	17	1	D_Sjoh_137	ou_SJoh_23A	sjoh	137	0.06	0.01	71.6	0.31	38.9	213	10:12	08:00	02:12	2.2	311	NA	24.08.2015	04.08.2015	3.64
D141	D	141	15.5	8.5	0	white	0	0	D_Ptom_141	Ptom_2_RDC	ptom	141	0.31	0.31	71.3	0.34	38.7	241	10:18	08:00	02:18	2.3	341	NA	24.08.2015	04.08.2015	5
D141	D	141	15.5	8.5	0	white	0	1	D_Ptom_141	Ptom_2_RDC	ptom	141	-2.28	1.77	NA	NA	NA	479	11:32	08:00	03:32	3.53	NA	NA	31.07.2015	14.07.2015	5
D142	D	142	16	8.5	12	blue	23	1	D_Slep_142	9P_Slep_2	slep	142	0.36	0.41	70.4	0.4	38.1	232	10:23	08:00	02:23	2.38	356	NA	24.08.2015	04.08.2015	5.09
D144	D	144	17	8.5	21	green	21	1	D_Dry_144	DL_m_3	dry	144	-0.11	0.36	NA	NA	NA	451	10:48	08:00	02:48	2.8	NA	NA	04.08.2015	14.07.2015	4.63
D144	D	144	17	8.5	21	green 	41	1	D_Dry_144	DL_m_3	dry	144	1.23	0.31	70.9	0.1	37.9	322	10:29	08:00	02:29	2.48	371	NA	24.08.2015	04.08.2015	4.63
D146	D	146	14	9	15	red	29	1	D_Dry_146	DL_Tawau	dry	146	1.34	0.42	71.6	0.11	37.8	391	10:35	08:00	02:35	2.58	411	NA	24.08.2015	04.08.2015	5.22
D147	D	147	14.5	9	15	red	17	1	D_Ptom_147	9J_Ptom_14	ptom	147	0.43	1.55	70.8	0.06	41.9	670	12:30	08:00	04:30	4.5	356	NA	12.08.2015	04.08.2015	4.17
D147	D	147	14.5	9	15	red	25	1	D_Ptom_147	9J_Ptom_14	ptom	147	0.12	0.92	71.9	0.05	39.3	389	15:41	08:00	07:41	7.68	293	NA	20.08.2015	04.08.2015	4.17
D148	D	148	15	9	0	white	0	0	D_Sjoh_148	SJoh_m	sjoh	148	1.83	2.16	70.1	0.13	41.6	578	12:41	08:00	04:41	4.68	343	NA	12.08.2015	04.08.2015	3.9
D148	D	148	15	9	0	white	0	0	D_Sjoh__148	SJoh_m	sjoh	148	0.39	1.52	71.2	0.15	37.4	381	15:46	08:00	07:46	7.77	321	NA	20.08.2015	04.08.2015	3.9
D149	D	149	15.5	9	3	orange	5	1	D_Slep_149	SL_m_108	slep	149	1.03	1.32	71.5	0.2	37.5	386	10:41	08:00	02:41	2.68	401	NA	24.08.2015	04.08.2015	3.77
D15	D	15	16.5	0.5	6	yellow	2	1	D_Slep_15	SL_m_72	slep	15	2.51	1.86	NA	NA	NA	479	10:46	08:00	02:46	2.77	NA	NA	31.07.2015	14.07.2015	4.56
D150	D	150	16	9	6	yellow	5	1	D_Ssmi_150	Ssmi_3A	ssmi	150	4.9	1.99	NA	NA	NA	201	15:21	08:00	07:21	7.35	NA	NA	03.08.2015	14.07.2015	4.82
D151	D	151	16.5	9	9	black	8	1	D_Spar_151	Spar_1	spar	151	-0.23	0.54	NA	NA	NA	311	11:44	08:00	03:44	3.73	NA	NA	03.08.2015	14.07.2015	4.28
D154	D	154	14	9.5	18	silver	13	1	D_Sjoh_154	8m_SJoh_9	sjoh	154	0.8	0.83	NA	NA	NA	57	12:47	08:00	04:47	4.78	NA	NA	30.07.2015	14.07.2015	4.38
D155	D	155	14.5	9.5	3	orange	3	0	D_Pmal_155	Pmal_1_RDC	pmal	155	0.19	1.33	21.4	0.31	37.1	332	15:50	08:00	07:50	7.83	349	NA	20.08.2015	04.08.2015	3.25
D155	D	155	14.5	9.5	3	orange	2	1	D_Pmal_155	Pmal_1_RDC	pmal	155	1.94	1.02	NA	NA	NA	276	11:50	08:00	03:50	3.83	NA	NA	03.08.2015	14.07.2015	3.25
D156	D	156	15	9.5	0	white	0	1	D_Ssem_156	SS	ssem	156	3.87	1.64	NA	NA	NA	554	11:38	08:00	03:38	3.63	NA	NA	31.07.2015	14.07.2015	2.92
D158	D	158	16	9.5	18	silver	23	1	D_Spar_158	Sp_m_1	spar	158	-0.64	0.5	70.5	0.02	41.6	356	12:53	08:00	04:53	4.88	393	NA	12.08.2015	04.08.2015	4.66
D159	D	159	16.5	9.5	21	green 	23	1	D_Slep_159	SL_m_108	slep	159	0.88	1.08	71.2	0.04	41.9	515	12:57	08:00	04:57	4.95	312	NA	12.08.2015	04.08.2015	4.74
D17	D	17	13.5	1	3	orange	3	1	D_Ptom_17	Pt_m_1	ptom	17	3.75	1.63	70.8	0.09	39.3	456	09:37	08:00	01:37	1.62	282	NA	22.08.2015	04.08.2015	4.09
D2	D	2	14	0	3	orange	3	1	D_Sjoh_2	8L_SJoh_50	sjoh	2	4.79	1.43	70.1	0.27	39.6	505	09:20	08:00	01:20	1.33	234	NA	22.08.2015	04.08.2015	3.35
D20	D	20	15	1	18	silver	12	1	D_Sxan_20	8n_Sxan	sxan	20	0	1.12	NA	NA	NA	62	14:51	08:00	06:51	6.85	NA	NA	29.07.2015	14.07.2015	3.42
D21	D	21	15.5	1	18	silver	17	1	D_Slep_21	SL_m_6	slep	21	1.25	1.08	NA	NA	NA	376	11:10	08:00	03:10	3.17	NA	NA	03.08.2015	14.07.2015	3.87
D22	D	22	16	1	9	black	9	1	D_Sbec_22	SHOREABECCARINA_Sbec	sbec	22	2.05	0.29	NA	NA	NA	180	09:50	08:00	01:50	1.83	NA	NA	04.08.2015	14.07.2015	4.9
D22	D	22	16	1	9	black 	15	1	D_Sbec_22	SHOREABECCARINA_Sbec	sbec	22	4.13	1.53	70.8	0.08	39.8	448	09:42	08:00	01:42	1.7	267	NA	22.08.2015	04.08.2015	4.9
D24	D	24	17	1	3	orange	3	1	D_Dry_24	DL_m_2	dry	24	0.01	0.72	70.5	0.03	39.9	464	09:48	08:00	01:48	1.8	375	NA	22.08.2015	04.08.2015	5.04
D26	D	26	14	1.5	18	silver	33	1	D_Ssmi_26	Ssmi_Tawau	ssmi	26	0.08	0.61	70.4	0.02	40	412	09:54	08:00	01:54	1.9	357	NA	22.08.2015	04.08.2015	5.35
D28	D	28	15	1.5	6	yellow	9	1	D_Ssmi_28	Ssmi_19	ssmi	28	-0.4	2.25	71.2	0.19	39.8	431	09:59	08:00	01:59	1.98	NA	NA	22.08.2015	04.08.2015	6.58
D29	D	29	15.5	1.5	18	silver	31	1	D_Pmal_29	Pm_m_5	pmal	29	1.98	1.39	69.9	0.91	38.9	363	14:44	08:00	06:44	6.73	322	NA	20.08.2015	04.08.2015	3.72
D3	D	3	14.5	0	18	silver	14	1	D_Slep_3	Slep_m_2	slep	3	-0.34	0.26	NA	NA	NA	397	10:41	08:00	02:41	2.68	NA	NA	31.07.2015	14.07.2015	4.53
