cenus	name	mother	block	poss	xcoord	ycoord	treat	col.E	tag	sp	dia	height	leaf	sday	surv	Bleaf	Bstem	Broot	Btotal
1	C9	8K_SJoh_8	C	9	9	0.5	3	orange	C_Sjoh_9	Sjoh	4.27	335	3	84	1	NA	NA	NA	NA
1	C10	Pt_m_1	C	10	9.5	0.5	12	blue	C_Ptom_10	Ptom	NA	NA	NA	14	0	NA	NA	NA	NA
1	C11	Ssmi_Tawau	C	11	10	0.5	9	black	C_Ssmi_11	Ssmi	5.91	445	8	84	1	NA	NA	NA	NA
1	C12	SP_m_5	C	12	10.5	0.5	0	white	C_Spar_12	Spar	3.85	220	11	84	1	NA	NA	NA	NA
1	C13	Ssmi_4	C	13	11	0.5	21	green	C_Ssmi_13	Ssmi	5.6	500	4	84	1	NA	NA	NA	NA
1	C14	12I_Slep_3	C	14	11.5	0.5	6	yellow	C_Slep_14	Slep	5.8	525	16	84	1	NA	NA	NA	NA
1	C15	Ptom_4	C	15	12	0.5	21	green	C_Ptom_15	Ptom	4.59	229	3	47	1	NA	NA	NA	NA
1	C16	Sp_m_3	C	16	12.5	0.5	9	black	C_Spar_16	Spar	4.1	350	8	84	1	NA	NA	NA	NA
1	C17	9H_Ssmi_4	C	17	9	1	3	orange	C_Ssmi_17	Ssmi	5.3	490	7	84	1	NA	NA	NA	NA
1	C18	Ptom_4	C	18	9.5	1	15	red	C_Ptom_18	Ptom	4.72	240	8	42	1	NA	NA	NA	NA
1	C19	Spar_1	C	19	10	1	18	silver	C_Spar_19	Spar	NA	NA	NA	14	0	NA	NA	NA	NA
1	C20	11H_Sxan_1	C	20	10.5	1	15	red	C_Sxan_20	Sxan	4.71	220	5	34	1	NA	NA	NA	NA
1	C21	8m_Sxan_3	C	21	11	1	12	blue	C_Sxan_21	Sxan	5.52	422	9	48	1	NA	NA	NA	NA
1	C22	DL_Tawau	C	22	11.5	1	12	blue	C_Dry_22	Dry	4.71	530	15	84	1	NA	NA	NA	NA
1	C23	DL_m_3	C	23	12	1	6	yellow	C_Dry_23	Dry	4.59	489	7	84	1	NA	NA	NA	NA
1	C24	Ssmi_m_2	C	24	12.5	1	0	white	C_Ssmi_24	Ssmi	3.41	326	4	84	1	NA	NA	NA	NA
1	C25	8Pslep_2	C	25	9	1.5	3	orange	C_Slep_25	Slep	6.31	519	10	84	1	NA	NA	NA	NA
1	C26	DL_Tawau	C	26	9.5	1.5	18	silver	C_Dry_26	Dry	5.62	575	15	84	1	NA	NA	NA	NA
1	C27	Sbec_Sfr	C	27	10	1.5	21	green	C_Sbec_27	Sbec	3.88	215	4	84	1	NA	NA	NA	NA
1	C28	8K_SJoh_8	C	28	10.5	1.5	0	white	C_Sjoh_28	Sjoh	4.01	375	9	84	1	NA	NA	NA	NA
1	C29	SHOREABECCARINA_Sbec	C	29	11	1.5	15	red	C_Sbec_29	Sbec	4.96	357	5	77	1	NA	NA	NA	NA
1	C30	Sbec_Sfr	C	30	11.5	1.5	0	white	C_Sbec_30	Sbec	4.91	410	5	84	1	NA	NA	NA	NA
1	C31	SP_m_5	C	31	12	1.5	9	black	C_Spar_31	Spar	4.68	370	8	84	1	NA	NA	NA	NA
1	C32	Ssmi_5	C	32	12.5	1.5	15	red	C_Ssmi_32	Ssmi	4.26	259	1	66	1	NA	NA	NA	NA
1	C33	Ssmi_Tawau	C	33	9	2	6	yellow	C_Ssmi_33	Ssmi	6.26	483	5	84	1	NA	NA	NA	NA
1	C34	SJ_m_10	C	34	9.5	2	12	blue	C_Sjoh_34	Sjoh	5	385	8	84	1	NA	NA	NA	NA
1	C35	Slep_m_122	C	35	10	2	15	red	C_Slep_35	Slep	4.31	362	4	84	1	NA	NA	NA	NA
1	C36	9P_Slep_2	C	36	10.5	2	18	silver	C_Slep_36	Slep	3.29	266	1	56	1	NA	NA	NA	NA
1	C37	DL_m_7	C	37	11	2	15	red	C_Dry_37	Dry	5.05	479	19	84	1	NA	NA	NA	NA
1	C38	SS	C	38	11.5	2	18	silver	C_Ssem_38	Ssem	4.02	240	9	84	1	NA	NA	NA	NA
1	C39	SS	C	39	12	2	0	white	C_Ssem_39	Ssem	4.64	345	9	84	1	NA	NA	NA	NA
1	C40	S.Joh_m_7	C	40	12.5	2	15	red	C_Sjoh_40	Sjoh	4.43	350	3	66	1	NA	NA	NA	NA
1	C41	SL_m_114	C	41	9	2.5	21	green	C_Slep_41	Slep	4.43	492	5	84	1	NA	NA	NA	NA
1	C42	SHOREABECCARINA_Sbec	C	42	9.5	2.5	9	black	C_Sbec_42	Sbec	4.8	312	4	84	1	NA	NA	NA	NA
1	C43	9J_Ptom_14	C	43	10	2.5	6	yellow	C_Ptom_43	Ptom	2.78	143	3	84	1	NA	NA	NA	NA
1	C44	SS	C	44	10.5	2.5	3	orange	C_Ssem_44	Ssem	3.83	284	7	84	1	NA	NA	NA	NA
1	C45	9P_Slep_2	C	45	11	2.5	0	white	C_Slep_45	Slep	3.89	305	8	84	1	NA	NA	NA	NA
1	C46	8m_SJoh_9	C	46	11.5	2.5	9	black	C_Sjoh_46	Sjoh	4.34	332	3	84	1	NA	NA	NA	NA
1	C47	DL_m_6	C	47	12	2.5	0	white	C_Dry_47	Dry	2.61	290	3	84	1	NA	NA	NA	NA
1	C48	Ssmi_Tawau	C	48	12.5	2.5	12	blue	C_Ssmi_48	Ssmi	6.59	400	6	84	1	NA	NA	NA	NA
1	C49	Ptom_2_RDC	C	49	9	3	18	silver	C_Ptom_49	Ptom	4.8	292	2	31	1	NA	NA	NA	NA
1	C50	DL_m_1	C	50	9.5	3	9	black	C_Dry_50	Dry	4.69	402	1	44	1	NA	NA	NA	NA
1	C51	SL_m_6	C	51	10	3	12	blue	C_Slep_51	Slep	3.28	433	5	84	1	NA	NA	NA	NA
1	C52	Sp_m_3	C	52	10.5	3	15	red	C_Spar_52	Spar	4.08	381	9	84	1	NA	NA	NA	NA
1	C53	Ptom_3	C	53	11	3	6	yellow	C_Ptom_53	Ptom	3.78	200	3	41	1	NA	NA	NA	NA
1	C54	DL_Tawau	C	54	11.5	3	15	red	C_Dry_54	Dry	3.5	412	9	84	1	NA	NA	NA	NA
1	C55	9L_Pmal_7	C	55	12	3	12	blue	C_Pmal_55	Pmal	3.78	245	8	48	1	NA	NA	NA	NA
1	C56	SHOREABECCARINA_Sbec	C	56	12.5	3	18	silver	C_Sbec_56	Sbec	4.71	340	2	84	1	NA	NA	NA	NA
1	C57	SS	C	57	9	3.5	15	red	C_Ssem_57	Ssem	1.87	132	1	84	1	NA	NA	NA	NA
1	C58	Pmal_m_1	C	58	9.5	3.5	18	silver	C_Pmal_58	Pmal	3.62	342	3	72	1	NA	NA	NA	NA
1	C59	DL_m_2	C	59	10	3.5	18	silver	C_Dry_59	Dry	5.75	667	14	84	1	NA	NA	NA	NA
1	C60	Sbec_Sfr	C	60	10.5	3.5	3	orange	C_Sbec_60	Sbec	3.64	290	6	84	1	NA	NA	NA	NA
1	C61	8n_Sxan	C	61	11	3.5	0	white	C_Sxan_61	Sxan	3.36	283	8	84	1	NA	NA	NA	NA
1	C62	SS	C	62	11.5	3.5	12	blue	C_Ssem_62	Ssem	NA	NA	NA	14	0	NA	NA	NA	NA
1	C63	Ssem_ou	C	63	12	3.5	21	green	C_Ssem_63	Ssem	4.32	332	6	84	1	NA	NA	NA	NA
1	C64	All_Ptom_4	C	64	12.5	3.5	3	orange	C_Ptom_64	Ptom	3.79	172	3	34	1	NA	NA	NA	NA
1	C65	SS	C	65	9	4	18	silver	C_Ssem_65	Ssem	1.92	108	0	53	1	NA	NA	NA	NA
1	C66	9H_Ssmi_4	C	66	9.5	4	18	silver	C_Ssmi_66	Ssmi	6.16	442	10	84	1	NA	NA	NA	NA
1	C67	8L_Pmal_9	C	67	10	4	9	black	C_Pmal_67	Pmal	3.66	280	6	84	1	NA	NA	NA	NA
1	C68	8L_Ptom_6	C	68	10.5	4	3	orange	C_Ptom_68	Ptom	1.89	123	2	84	1	NA	NA	NA	NA
1	C69	SJ_m_1	C	69	11	4	0	white	C_Sjoh_69	Sjoh	3.62	438	8	84	1	NA	NA	NA	NA
1	C70	Ssmi_4	C	70	11.5	4	0	white	C_Ssmi_70	Ssmi	7.29	505	7	84	1	NA	NA	NA	NA
1	C71	Pt_m_4	C	71	12	4	0	white	C_Ptom_71	Ptom	5.15	400	4	84	1	NA	NA	NA	NA
1	C72	SHOREABECCARINA_Sbec	C	72	12.5	4	0	white	C_Sbec_72	Sbec	4.64	303	3	84	1	NA	NA	NA	NA
1	C73	8K_SJoh_8	C	73	9	4.5	6	yellow	C_Sjoh_73	Sjoh	3.84	412	4	84	1	NA	NA	NA	NA
1	C74	12H_Pmal_1	C	74	9.5	4.5	21	green	C_Pmal_74	Pmal	NA	NA	NA	14	0	NA	NA	NA	NA
1	C75	Sbec_Sfr	C	75	10	4.5	9	black	C_Sbec_75	Sbec	3.88	230	3	84	1	NA	NA	NA	NA
1	C76	SS	C	76	10.5	4.5	21	green	C_Ssem_76	Ssem	3.93	291	5	84	1	NA	NA	NA	NA
1	C77	Slep_m_2	C	77	11	4.5	9	black	C_Slep_77	Slep	4.58	400	10	84	1	NA	NA	NA	NA
1	C78	9P_Spar_2	C	78	11.5	4.5	3	orange	C_Spar_78	Spar	4.63	422	10	69	1	NA	NA	NA	NA
1	C79	Slep_1	C	79	12	4.5	12	blue	C_Slep_79	Slep	4.31	322	11	84	1	NA	NA	NA	NA
1	C80	8Pslep_2	C	80	12.5	4.5	6	yellow	C_Slep_80	Slep	6.04	505	20	84	1	NA	NA	NA	NA
1	C81	SJ_m_1	C	81	9	5	18	silver	C_Sjoh_81	Sjoh	3.59	390	0	39	1	NA	NA	NA	NA
1	C82	Sp_m_4	C	82	9.5	5	21	green	C_Spar_82	Spar	2.27	281	0	40	1	NA	NA	NA	NA
1	C83	Pmal_Tawau	C	83	10	5	15	red	C_Pmal_83	Pmal	4.81	390	7	84	1	NA	NA	NA	NA
1	C84	8m_Sxan_3	C	84	10.5	5	9	black	C_Sxan_84	Sxan	4.58	410	9	84	1	NA	NA	NA	NA
1	C85	SHOREABECCARINA_Sbec	C	85	11	5	18	silver	C_Sbec_85	Sbec	3.82	315	4	84	1	NA	NA	NA	NA
1	C86	Sxan_1	C	86	11.5	5	21	green	C_Sxan_86	Sxan	4.44	290	1	35	1	NA	NA	NA	NA
1	C87	All_Pmal_1	C	87	12	5	12	blue	C_Pmal_87	Pmal	4.17	278	5	48	1	NA	NA	NA	NA
1	C88	DL_Tawau	C	88	12.5	5	21	green	C_Dry_88	Dry	3.93	431	5	84	1	NA	NA	NA	NA
1	C89	Pmal_1_RDC	C	89	9	5.5	3	orange	C_Pmal_89	Pmal	4.63	390	8	84	1	NA	NA	NA	NA
1	C90	9K_Sxan_2	C	90	9.5	5.5	21	green	C_Sxan_90	Sxan	2.71	271	10	32	1	NA	NA	NA	NA
1	C91	9P_Spar_2	C	91	10	5.5	18	silver	C_Spar_91	Spar	3.32	330	0	31	1	NA	NA	NA	NA
1	C92	Pm_m_5	C	92	10.5	5.5	15	red	C_Pmal_92	Pmal	4.5	380	9	41	1	NA	NA	NA	NA
1	C93	SHOREABECCARINA_Sbec	C	93	11	5.5	21	green	C_Sbec_93	Sbec	3.97	300	1	38	1	NA	NA	NA	NA
1	C94	Ptom_m_3	C	94	11.5	5.5	15	red	C_Ptom_94	Ptom	4.87	393	8	84	1	NA	NA	NA	NA
1	C95	8n_Sxan	C	95	12	5.5	6	yellow	C_Sxan_95	Sxan	3.32	215	9	47	1	NA	NA	NA	NA
1	C96	DL_m_1	C	96	12.5	5.5	6	yellow	C_Dry_96	Dry	6.61	700	13	84	1	NA	NA	NA	NA
1	C97	9Q_Spar_10	C	97	9	6	0	white	C_Spar_97	Spar	3.08	251	10	84	1	NA	NA	NA	NA
1	C98	SS	C	98	9.5	6	0	white	C_Ssem_98	Ssem	4.05	210	9	84	1	NA	NA	NA	NA
1	C99	Sbec_Sfr	C	99	10	6	6	yellow	C_Sbec_99	Sbec	4.07	300	5	49	1	NA	NA	NA	NA
1	C100	Sxan_1	C	100	10.5	6	0	white	C_Sxan_100	Sxan	3.87	209	5	84	1	NA	NA	NA	NA
1	C101	SS	C	101	11	6	6	yellow	C_Ssem_101	Ssem	3.99	291	12	84	1	NA	NA	NA	NA
1	C102	8m_Sxan_3	C	102	11.5	6	12	blue	C_Sxan_102	Sxan	3.69	375	4	31	1	NA	NA	NA	NA
1	C103	SS	C	103	12	6	12	blue	C_Ssem_103	Ssem	4.6	391	8	84	1	NA	NA	NA	NA
1	C104	9L_Pmal_9	C	104	12.5	6	6	yellow	C_Pmal_104	Pmal	3.88	300	9	82	1	NA	NA	NA	NA
1	C105	8m_SJoh_7	C	105	9	6.5	6	yellow	C_Sjoh_105	Sjoh	4.14	321	5	84	1	NA	NA	NA	NA
1	C106	SP_m_7	C	106	9.5	6.5	15	red	C_Spar_106	Spar	3.69	302	5	35	1	NA	NA	NA	NA
1	C107	SL_m_6	C	107	10	6.5	3	orange	C_Slep_107	Slep	4.33	392	14	84	1	NA	NA	NA	NA
1	C108	8L_SJoh_50	C	108	10.5	6.5	9	black	C_Sjoh_108	Sjoh	4.17	365	3	84	1	NA	NA	NA	NA
1	C109	Sbec_Sfr	C	109	11	6.5	15	red	C_Sbec_109	Sbec	4.6	295	3	38	1	NA	NA	NA	NA
1	C110	SS	C	110	11.5	6.5	9	black	C_Ssem_110	Ssem	2.89	162	8	84	1	NA	NA	NA	NA
1	C111	Pmal_m_2	C	111	12	6.5	18	silver	C_Pmal_111	Pmal	3.75	334	5	74	1	NA	NA	NA	NA
1	C112	SHOREABECCARINA_Sbec	C	112	12.5	6.5	6	yellow	C_Sbec_112	Sbec	6.39	461	7	84	1	NA	NA	NA	NA
1	C113	Ptom_3	C	113	9	7	9	black	C_Ptom_113	Ptom	4.29	219	3	84	1	NA	NA	NA	NA
1	C114	Slep_1	C	114	9.5	7	18	silver	C_Slep_114	Slep	2.86	241	4	84	1	NA	NA	NA	NA
1	C115	SP_m_7	C	115	10	7	6	yellow	C_Spar_115	Spar	3.43	367	4	84	1	NA	NA	NA	NA
1	C116	DL_m_1	C	116	10.5	7	12	blue	C_Dry_116	Dry	5.9	633	10	84	1	NA	NA	NA	NA
1	C117	Ssmi_4	C	117	11	7	3	orange	C_Ssmi_117	Ssmi	6.57	373	7	84	1	NA	NA	NA	NA
1	C118	Ssmi_m_2	C	118	11.5	7	9	black	C_Ssmi_118	Ssmi	3.41	293	4	39	1	NA	NA	NA	NA
1	C119	Sp_m_4	C	119	12	7	3	orange	C_Spar_119	Spar	3.6	257	9	84	1	NA	NA	NA	NA
1	C120	Dl_m_4	C	120	12.5	7	3	orange	C_Dry_120	Dry	6.71	643	14	84	1	NA	NA	NA	NA
1	C121	Ptom_m_3	C	121	9	7.5	12	blue	C_Ptom_121	Ptom	3.99	376	3	55	1	NA	NA	NA	NA
1	C122	9K_Sxan_29	C	122	9.5	7.5	15	red	C_Sxan_122	Sxan	2.31	122	0	40	1	NA	NA	NA	NA
1	C123	ou_SJoh_23A	C	123	10	7.5	21	green	C_Sjoh_123	Sjoh	3.07	363	0	41	1	NA	NA	NA	NA
1	C124	DL_m_3	C	124	10.5	7.5	9	black	C_Dry_124	Dry	4.92	480	15	84	1	NA	NA	NA	NA
1	C125	Pm_m_5	C	125	11	7.5	0	white	C_Pmal_125	Pmal	4.36	341	5	84	1	NA	NA	NA	NA
1	C126	All_Ptom_4	C	126	11.5	7.5	9	black	C_Ptom_126	Ptom	6.04	293	5	84	1	NA	NA	NA	NA
1	C127	Ssmi_Tawau	C	127	12	7.5	15	red	C_Ssmi_127	Ssmi	4.91	361	6	84	1	NA	NA	NA	NA
1	C128	Ssem_ou	C	128	12.5	7.5	6	yellow	C_Ssem_128	Ssem	4.83	311	6	84	1	NA	NA	NA	NA
1	C129	Sp_m_1	C	129	9	8	21	green	C_Spar_129	Spar	4.84	374	7	84	1	NA	NA	NA	NA
1	C130	Sxan_3_RDC	C	130	9.5	8	9	black	C_Sxan_130	Sxan	2.87	145	5	58	1	NA	NA	NA	NA
1	C131	SJ_m_6	C	131	10	8	18	silver	C_Sjoh_131	Sjoh	2.96	232	3	83	1	NA	NA	NA	NA
1	C132	Spar_1	C	132	10.5	8	12	blue	C_Spar_132	Spar	3.42	312	4	84	1	NA	NA	NA	NA
1	C133	9L_Pmal_7	C	133	11	8	0	white	C_Pmal_133	Pmal	3.98	271	5	84	1	NA	NA	NA	NA
1	C134	SP_m_5	C	134	11.5	8	6	yellow	C_Spar_134	Spar	4.37	459	9	84	1	NA	NA	NA	NA
1	C135	Ptom_1_RDC	C	135	12	8	0	white	C_Ptom_135	Ptom	3.07	200	6	84	1	NA	NA	NA	NA
1	C136	Ssem_ou	C	136	12.5	8	3	orange	C_Ssem_136	Ssem	3.38	228	7	84	1	NA	NA	NA	NA
1	C137	SHOREABECCARINA_Sbec	C	137	9	8.5	12	blue	C_Sbec_137	Sbec	NA	NA	NA	15	0	NA	NA	NA	NA
1	C138	SHOREABECCARINA_Sbec	C	138	9.5	8.5	3	orange	C_Sbec_138	Sbec	5.12	361	7	84	1	NA	NA	NA	NA
1	C139	8m_Sxan_3	C	139	10	8.5	18	silver	C_Sxan_139	Sxan	6.17	560	6	34	1	NA	NA	NA	NA
1	C140	Pt_m_1	C	140	10.5	8.5	18	silver	C_Ptom_140	Ptom	2.49	131	1	66	1	NA	NA	NA	NA
1	C141	8m_SJoh_6	C	141	11	8.5	21	green	C_Sjoh_141	Sjoh	3.54	208	0	67	1	NA	NA	NA	NA
1	C142	SS	C	142	11.5	8.5	15	red	C_Ssem_142	Ssem	3.35	192	8	84	1	NA	NA	NA	NA
1	C143	9K_Sxan_29	C	143	12	8.5	3	orange	C_Sxan_143	Sxan	4.6	251	10	69	1	NA	NA	NA	NA
1	C144	Ssmi_4	C	144	12.5	8.5	21	green	C_Ssmi_144	Ssmi	5.02	391	6	84	1	NA	NA	NA	NA
1	C145	12H_Pmal_1	C	145	9	9	21	green	C_Pmal_145	Pmal	3.74	351	3	54	1	NA	NA	NA	NA
1	C146	8m_SJoh_7	C	146	9.5	9	12	blue	C_Sjoh_146	Sjoh	4.47	305	0	30	1	NA	NA	NA	NA
1	C147	8Q_Slep_4	C	147	10	9	21	green	C_Slep_147	Slep	5.82	417	9	84	1	NA	NA	NA	NA
1	C148	Ssmi_19	C	148	10.5	9	18	silver	C_Ssmi_148	Ssmi	5.15	467	8	84	1	NA	NA	NA	NA
1	C149	ou_SJoh_23A	C	149	11	9	15	red	C_Sjoh_149	Sjoh	4.14	330	2	31	1	NA	NA	NA	NA
1	C150	8_m_Pmal_8	C	150	11.5	9	3	orange	C_Pmal_150	Pmal	4.6	421	13	84	1	NA	NA	NA	NA
1	C151	8L_SJoh_50	C	151	12	9	3	orange	C_Sjoh_151	Sjoh	3.89	345	4	84	1	NA	NA	NA	NA
1	C152	11H_Sxan_1	C	152	12.5	9	18	silver	C_Sxan_152	Sxan	3.28	175	3	58	1	NA	NA	NA	NA
1	C153	Pm_m_3	C	153	9	9.5	9	black	C_Pmal_153	Pmal	3.27	281	3	84	1	NA	NA	NA	NA
1	C154	8L_Sxan_10	C	154	9.5	9.5	3	orange	C_Sxan_154	Sxan	3.42	211	8	72	1	NA	NA	NA	NA
1	C155	SL_m_1	C	155	10	9.5	15	red	C_Slep_155	Slep	3.42	361	3	84	1	NA	NA	NA	NA
1	C156	Ssmi_19	C	156	10.5	9.5	6	yellow	C_Ssmi_156	Ssmi	6.58	472	8	44	1	NA	NA	NA	NA
1	C157	DL_m_2	C	157	11	9.5	21	green	C_Dry_157	Dry	7.2	852	13	84	1	NA	NA	NA	NA
1	C158	12I_Slep_3	C	158	11.5	9.5	9	black	C_Slep_158	Slep	5.82	578	17	84	1	NA	NA	NA	NA
1	C159	Ssem_ou	C	159	12	9.5	9	black	C_Ssem_159	Ssem	2.49	150	3	84	1	NA	NA	NA	NA
1	C160	SL_m_72	C	160	12.5	9.5	0	white	C_Slep_160	Slep	4.86	391	12	84	1	NA	NA	NA	NA
1	D1	Sp_m_1	D	1	13.5	0	3	orange	D_Spar_1	Spar	5.55	410	13	84	1	NA	NA	NA	NA
1	D2	8L_SJoh_50	D	2	14	0	3	orange	D_Sjoh_2	Sjoh	3.45	265	6	84	1	NA	NA	NA	NA
1	D3	Slep_m_2	D	3	14.5	0	18	silver	D_Slep_3	Slep	5.51	451	16	84	1	NA	NA	NA	NA
1	D4	All_Ptom_4	D	4	15	0	12	blue	D_Ptom_4	Ptom	3.68	212	0	25	1	NA	NA	NA	NA
1	D5	9P_Spar_2	D	5	15.5	0	18	silver	D_Spar_5	Spar	2.61	209	0	26	1	NA	NA	NA	NA
1	D6	8L_SJoh_50	D	6	16	0	0	white	D_Sjoh_6	Sjoh	5.14	400	7	84	1	NA	NA	NA	NA
1	D7	Sp_m_4	D	7	16.5	0	21	green	D_Spar_7	Spar	3.42	241	1	38	1	NA	NA	NA	NA
1	D8	DL_m_2	D	8	17	0	21	green	D_Dry_8	Dry	6.26	712	4	84	1	NA	NA	NA	NA
1	D9	9L_Pmal_7	D	9	13.5	0.5	9	black	D_Pmal_9	Pmal	5.81	340	7	84	1	NA	NA	NA	NA
1	D10	9Q_Spar_10	D	10	14	0.5	21	green	D_Spar_10	Spar	4.36	382	0	30	1	NA	NA	NA	NA
1	D11	Slep_1	D	11	14.5	0.5	6	yellow	D_Slep_11	Slep	3.97	327	7	84	1	NA	NA	NA	NA
1	D12	DL_Tawau	D	12	15	0.5	6	yellow	D_Dry_12	Dry	5.11	525	18	84	1	NA	NA	NA	NA
1	D13	Pm_m_6	D	13	15.5	0.5	0	white	D_Pmal_13	Pmal	3.65	290	3	84	1	NA	NA	NA	NA
1	D14	Ssmi_Tawau	D	14	16	0.5	12	blue	D_Ssmi_14	Ssmi	5.54	329	7	84	1	NA	NA	NA	NA
1	D15	SL_m_72	D	15	16.5	0.5	6	yellow	D_Slep_15	Slep	6.07	409	10	84	1	NA	NA	NA	NA
1	D16	SS	D	16	17	0.5	3	orange	D_Ssem_16	Ssem	3.53	221	9	84	1	NA	NA	NA	NA
1	D17	Pt_m_1	D	17	13.5	1	3	orange	D_Ptom_17	Ptom	4.99	293	7	84	1	NA	NA	NA	NA
1	D18	DL_m_6	D	18	14	1	3	orange	D_Dry_18	Dry	4.65	281	8	84	1	NA	NA	NA	NA
1	D19	SS	D	19	14.5	1	6	yellow	D_Ssem_19	Ssem	4.55	320	7	84	1	NA	NA	NA	NA
1	D20	8n_Sxan	D	20	15	1	18	silver	D_Sxan_20	Sxan	3.12	179	6	26	1	NA	NA	NA	NA
1	D21	SL_m_6	D	21	15.5	1	18	silver	D_Slep_21	Slep	4.75	515	8	84	1	NA	NA	NA	NA
1	D22	SHOREABECCARINA_Sbec	D	22	16	1	9	black	D_Sbec_22	Sbec	5.88	356	8	84	1	NA	NA	NA	NA
1	D23	Sbec_Sfr	D	23	16.5	1	0	white	D_Sbec_23	Sbec	4.34	245	5	84	1	NA	NA	NA	NA
1	D24	DL_m_2	D	24	17	1	3	orange	D_Dry_24	Dry	5.64	700	12	84	1	NA	NA	NA	NA
1	D25	SHOREABECCARINA_Sbec	D	25	13.5	1.5	6	yellow	D_Sbec_25	Sbec	4.5	442	7	84	1	NA	NA	NA	NA
1	D26	Ssmi_Tawau	D	26	14	1.5	18	silver	D_Ssmi_26	Ssmi	6.11	378	6	84	1	NA	NA	NA	NA
1	D27	8m_Sxan_3	D	27	14.5	1.5	12	blue	D_Sxan_27	Sxan	4.96	361	9	31	1	NA	NA	NA	NA
1	D28	Ssmi_19	D	28	15	1.5	6	yellow	D_Ssmi_28	Ssmi	7.65	421	4	55	1	NA	NA	NA	NA
1	D29	Pm_m_5	D	29	15.5	1.5	18	silver	D_Pmal_29	Pmal	4.09	375	2	46	1	NA	NA	NA	NA
1	D30	Ptom_4	D	30	16	1.5	18	silver	D_Ptom_30	Ptom	4.47	350	1	34	1	NA	NA	NA	NA
1	D31	8m_Sxan_3	D	31	16.5	1.5	12	blue	D_Sxan_31	Sxan	NA	NA	NA	20	0	NA	NA	NA	NA
1	D32	8Q_Slep_4	D	32	17	1.5	0	white	D_Slep_32	Slep	7.02	395	20	84	1	NA	NA	NA	NA
1	D33	8Pslep_2	D	33	13.5	2	9	black	D_Slep_33	Slep	5.73	411	5	84	1	NA	NA	NA	NA
1	D34	SS	D	34	14	2	21	green	D_Ssem_34	Ssem	3.23	183	0	56	1	NA	NA	NA	NA
1	D35	12I_Slep_3	D	35	14.5	2	9	black	D_Slep_35	Slep	5.38	521	10	84	1	NA	NA	NA	NA
1	D36	Sxan_1	D	36	15	2	6	yellow	D_Sxan_36	Sxan	2.9	159	5	84	1	NA	NA	NA	NA
1	D37	All_Ptom_4	D	37	15.5	2	12	blue	D_Ptom_37	Ptom	5.06	310	3	79	1	NA	NA	NA	NA
1	D38	ou_sxan_2	D	38	16	2	15	red	D_Sxan_38	Sxan	3.49	339	3	47	1	NA	NA	NA	NA
1	D39	9K_Sxan_2	D	39	16.5	2	21	green	D_Sxan_39	Sxan	2.71	172	2	35	1	NA	NA	NA	NA
1	D40	SS	D	40	17	2	6	yellow	D_Ssem_40	Ssem	2.66	134	8	84	1	NA	NA	NA	NA
1	D41	Pmal_Tawau	D	41	13.5	2.5	6	yellow	D_Pmal_41	Pmal	6.21	466	7	84	1	NA	NA	NA	NA
1	D42	SP_m_5	D	42	14	2.5	3	orange	D_Spar_42	Spar	3.71	432	9	84	1	NA	NA	NA	NA
1	D43	DL_m_6	D	43	14.5	2.5	12	blue	D_Dry_43	Dry	4.77	235	11	84	1	NA	NA	NA	NA
1	D44	ou_SJoh_23A	D	44	15	2.5	12	blue	D_Sjoh_44	Sjoh	4.73	432	4	39	1	NA	NA	NA	NA
1	D45	12H_Slep_8	D	45	15.5	2.5	12	blue	D_Slep_45	Slep	4.68	320	5	84	1	NA	NA	NA	NA
1	D46	12I_Slep_3	D	46	16	2.5	21	green	D_Slep_46	Slep	2.39	152	4	84	1	NA	NA	NA	NA
1	D47	8m_SJoh_6	D	47	16.5	2.5	6	yellow	D_Sjoh_47	Sjoh	3.73	330	4	60	1	NA	NA	NA	NA
1	D48	Ssmi_m_2	D	48	17	2.5	0	white	D_Ssmi_48	Ssmi	3.28	300	4	84	1	NA	NA	NA	NA
1	D49	SHOREABECCARINA_Sbec	D	49	13.5	3	3	orange	D_Sbec_49	Sbec	2.94	355	4	32	1	NA	NA	NA	NA
1	D50	DL_Tawau	D	50	14	3	0	white	D_Dry_50	Dry	3.93	463	8	84	1	NA	NA	NA	NA
1	D51	Sxan_1	D	51	14.5	3	3	orange	D_Sxan_51	Sxan	4.42	350	5	37	1	NA	NA	NA	NA
1	D52	Ptom_1_RDC	D	52	15	3	0	white	D_Ptom_52	Ptom	4.61	190	5	84	1	NA	NA	NA	NA
1	D53	SS	D	53	15.5	3	0	white	D_Ssem_53	Ssem	3.73	210	7	84	1	NA	NA	NA	NA
1	D54	Ssmi_5	D	54	16	3	3	orange	D_Ssmi_54	Ssmi	6.34	368	6	84	1	NA	NA	NA	NA
1	D55	Ssmi_m_2	D	55	16.5	3	0	white	D_Ssmi_55	Ssmi	4.63	402	7	84	1	NA	NA	NA	NA
1	D56	SHOREABECCARINA_Sbec	D	56	17	3	3	orange	D_Sbec_56	Sbec	6.68	350	8	84	1	NA	NA	NA	NA
1	D57	SS	D	57	13.5	3.5	15	red	D_Ssem_57	Ssem	3.95	189	5	84	1	NA	NA	NA	NA
1	D58	Sp_m_3	D	58	14	3.5	12	blue	D_Spar_58	Spar	4.17	367	6	84	1	NA	NA	NA	NA
